Data,Label,,,,,,,,,,,,,,,,,,,,,,,,
" যে মেয়েরা তার স্বামীর কাছে সহযোগিতা পান না, তাদের জন্য লেখালেখি ব্যাপারটা একটু কঠিন।",1,,,,,,,,,,,,,,,,,,,,,,,,
বাংলাদেশের নারীরা এগিয়ে গেছে অনেক ক্ষেত্রে।,1,,,,,,,,,,,,,,,,,,,,,,,,
মা না থাকলে যেন এলোমেলো লাগে সব। ,1,,,,,,,,,,,,,,,,,,,,,,,,
মাসিক স্বাস্থ্যের জন্য প্রয়োজনীয় তথ্য পাওয়া এবং সে সেবায় নারীর অভিগম্যও সমান গুরুত্বপূর্ণ। ,1,,,,,,,,,,,,,,,,,,,,,,,,
"আমাদের ভাবতে হবে এভাবে যে, নারীরা গৃহে শ্রম না দিলে অবশ্যই বাইরে শ্রম দিতেন। আর বাইরের শ্রমে যেহেতু অর্থ উপার্জিত হয়, সেহেতু নারীর গৃহশ্রমকেই বাইরের শ্রম হিসেবে বিবেচনা করতে হবে",1,,,,,,,,,,,,,,,,,,,,,,,,
"সফল আর প্রভাবশালী ব্যক্তিদের বক্তব্য, চিন্তা-ভাবনা সম্পর্কে জানুন।",0,,,,,,,,,,,,,,,,,,,,,,,,
চাকরি করলেও বিয়ের পর কাজ করা লাগবেই,2,,,,,,,,,,,,,,,,,,,,,,,,
"বেশ্যার দেশে খাওয়ানো শেষ ,এখন বিদেশে গিয়ে খাওয়ায়।",2,,,,,,,,,,,,,,,,,,,,,,,,
আজাদকে ধরে নিয়ে যাওয়া হলে মা সাফিয়া বেগম রমনা থানায় দেখা করতে যান।,0,,,,,,,,,,,,,,,,,,,,,,,,
কয়েকশো টন ওজনের এই কামান টানতে একশোর বেশি গরুর দরকার পড়তো।,0,,,,,,,,,,,,,,,,,,,,,,,,
"তবে, তা গেজেট আকারে প্রকাশ করা হয়নি।",0,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েটির আশকারা পেয়ে ছেলেগুলা ইভটিজিং করছিল।,2,,,,,,,,,,,,,,,,,,,,,,,,
সম্ভবত এটিই বিশ্বের প্রথম ও একমাত্র বইমেলা ছিল যেখানে কেবল নারীদের প্রাধান্য ছিল,1,,,,,,,,,,,,,,,,,,,,,,,,
বেশি পাকনা মাইয়া। ধর্ষণ হবে না তো কি হবে?,2,,,,,,,,,,,,,,,,,,,,,,,,
অামা‌দের দে‌শে এ যাবৎ যে সকল কুমারী নারী ও গৃহবধু অাত্নহত্য‌া ক‌রে‌ছে তার শতকরা নব্বই ভাগই যৌতু‌কের কার‌ণে।,1,,,,,,,,,,,,,,,,,,,,,,,,
বাজেটে নারীদের জন্য করমুক্ত আয়সীমা বৃদ্ধি নারী উদ্যোক্তাদের সহায়ক হবে।,1,,,,,,,,,,,,,,,,,,,,,,,,
তখন আর আপনাকে অহেতুক মনগড়া দুঃখবোধে পীড়িত হতে হবে না।,0,,,,,,,,,,,,,,,,,,,,,,,,
"অথচ এসব বৈঠক কিংবা বিপিএল ইস্যু, আলোচনাতেই আসার কথা নয়।",0,,,,,,,,,,,,,,,,,,,,,,,,
তবু জামাই ছাড়া বুড়ী হয়ে যাও,2,,,,,,,,,,,,,,,,,,,,,,,,
"শিক্ষা, এনজিওদের প্রচার-প্রচারণা, আইন ও শাস্তি সত্ত্বেও বাংলাদেশের সমাজে যৌতুক শক্তভাবে টিকে গেছে।",1,,,,,,,,,,,,,,,,,,,,,,,,
"তখন জেনারেল মঞ্জুর বলেন, আই ক্যান নট টক টু এরশাদ।",0,,,,,,,,,,,,,,,,,,,,,,,,
চলতি বছরের জুনে জার্মানির বার্লিনে অনুষ্ঠিত ওয়ার্ল্ডস গেমে বাংলাদেশ দলের খেলোয়াড় ছিলেন মেয়েটি।,1,,,,,,,,,,,,,,,,,,,,,,,,
বেকারত্ব নির্ধারণের যে মানদণ্ড রয়েছে তাতে নারীদের বাদ দেওয়া হয়,1,,,,,,,,,,,,,,,,,,,,,,,,
অনেক প্রতিকূল পরিস্থিতি মোকাবেলা করেই নারী উদ্যোক্তারা এগিয়ে চলেছেন।,1,,,,,,,,,,,,,,,,,,,,,,,,
তবে উন্নয়নশীল অর্থনীতিতে নারীর ভূমিকা অনস্বীকার্য,1,,,,,,,,,,,,,,,,,,,,,,,,
পরিস্থিতির বিচারেও তা অত্যন্ত সময়োপযোগী।,0,,,,,,,,,,,,,,,,,,,,,,,,
মাকে ছাড়া আমি একেবারেই অচল।,1,,,,,,,,,,,,,,,,,,,,,,,,
কিন্তু সেখানে ক্রাইম রেট দেখুন অনেক কম।,0,,,,,,,,,,,,,,,,,,,,,,,,
তবে বুধবার আনুষ্ঠানিকভাবে টিকাদান কর্মসূচির উদ্বোধন করবেন বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনা।,0,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েরা ছেলেদেরকে ঘুরাইতে পছন্দ করে।,2,,,,,,,,,,,,,,,,,,,,,,,,
"মেয়ে মানুষ কোনমতে গাড়ি চালিয়েছে এই বেশ, পার্কিং ভালোমতো করতে পারবে না!",2,,,,,,,,,,,,,,,,,,,,,,,,
"দারিদ্র্য, পারিবারিক অনীহা, ধর্মীয় কুসংস্কার, ইভটিজিং, মেয়েদের নিরাপত্তাহীনতার মতো বাধাসমূহ অতিক্রম করেই মেয়েরা সাফল্য অর্জন করেছে।",1,,,,,,,,,,,,,,,,,,,,,,,,
স্ত্রী পুুলিশ হলে পুরুষ হিসেবে ফিলিংস কম পাবেন।,2,,,,,,,,,,,,,,,,,,,,,,,,
ধর্ষণের শিকার নারীকে সহানুভূতির সঙ্গে সহযোগিতা করা একটা মানবিক দায়িত্ব,1,,,,,,,,,,,,,,,,,,,,,,,,
নারী এবং পুরুষ সমান শ্রম কোন দিনই দিতে পারবে না,0,,,,,,,,,,,,,,,,,,,,,,,,
একমাত্র অপরিচিত কাউকে ধর্ষণ করাটাই প্রকৃত ধর্ষণ।,2,,,,,,,,,,,,,,,,,,,,,,,,
"দেখেয় বুঝা যাচ্ছে, বউ বেয়াদব।",2,,,,,,,,,,,,,,,,,,,,,,,,
"ফসলের প্রাক-বপন প্রক্রিয়া থেকে শুরু করে ফসল উত্তোলন, বীজ সংরক্ষণ, প্রক্রিয়াকরণ, বিপণনের সঙ্গে ৬৮ শতাংশ নারী কাজ করেন",1,,,,,,,,,,,,,,,,,,,,,,,,
"বিয়ের আগে বেশি আরাম করে পেলছেন,তাই বিয়ের পর এখন সে জিনিস গুলা পাচ্ছেন না দেখে খারাপ লাগতেছে",0,,,,,,,,,,,,,,,,,,,,,,,,
নারী শিক্ষার ক্ষেত্রে অন্যতম বাধা হল ব্যক্তিদের মানসিকতা বা মনস্তাত্ত্বিক বাধা।,1,,,,,,,,,,,,,,,,,,,,,,,,
"আসুন জানা যাক, শিশুকে বুকের দুধ পান করানোর উপকারিতা সম্পর্কে।",0,,,,,,,,,,,,,,,,,,,,,,,,
"যেদিন কোনো পুরুষের পেট থেকে বাচ্চা বের হবে,সেইদিন আমিও ফেমিনিজামে বিশ্বাসী হবো🙃
তোমাদের মা বোনারা সস্তা হতে পারে,আমাদের মা বোনরা না।",2,,,,,,,,,,,,,,,,,,,,,,,,
"মেয়ে নগ্ন হয়ে যাচ্ছে সেটা নিয়ে কোন মাথা ব্যাথা নেই,টাকা আসলেই সাফল্য ভাবে।",2,,,,,,,,,,,,,,,,,,,,,,,,
"নারী আজ আর নির্ভরশীল নয়, তিনি স্বাবলম্বী। শিক্ষা, দক্ষতা অর্জন করে তিনি নিজের জীবন গড়ে তুলছেন। অর্থনৈতিক স্বাধীনতা লাভ করে তিনি নিজের সিদ্ধান্ত নিতে পারছেন, নিজের মত প্রকাশ করতে পারছেন।",1,,,,,,,,,,,,,,,,,,,,,,,,
কিন্তু খেলায় নাটকীয়তা বাকি ছিল আরও।,0,,,,,,,,,,,,,,,,,,,,,,,,
"একটি সৈন্যও মারা গেল না, একটি তীরও ছুঁড়তে হল না তাকে!",0,,,,,,,,,,,,,,,,,,,,,,,,
"নারীর সৌন্দর্য সৃষ্টিকর্তার অসীম সৃষ্টি, একটি আলোর অদ্ভুত চিত্র।",1,,,,,,,,,,,,,,,,,,,,,,,,
মাইয়াডা এটা একটা অজন্মা।,2,,,,,,,,,,,,,,,,,,,,,,,,
"তিনি লেখেন: ""আমাকে তল্লাশি করে কিছু পায়নি।",0,,,,,,,,,,,,,,,,,,,,,,,,
নারী যারা রাজনীতিতে যুক্ত তারাও দলবদ্ধ সাইবার আক্রমণের শিকার হন। ,1,,,,,,,,,,,,,,,,,,,,,,,,
মায়ের দোয়ার চেয়ে বড় শক্তি আর নেই।,1,,,,,,,,,,,,,,,,,,,,,,,,
পরিবারের বাহানায় সে নিজের কাজ সেরে নিচ্ছে আর কিছুও নাই,0,,,,,,,,,,,,,,,,,,,,,,,,
"আপু, তোমার জন্য সেফুদা তার জার্মান সেফার্ড রেডি রাখছে একটু অপেক্ষা করো",2,,,,,,,,,,,,,,,,,,,,,,,,
জাতীয় আয়ে নারীর অবদান অতি নগণ্য। ,2,,,,,,,,,,,,,,,,,,,,,,,,
"নারীর কৃষি ঋণ ও অন্যান্য ঋণ, বাজারজাতকরণ সুবিধা ও উপযুক্ত প্রযুক্তি লাভরে সুযোগ পাওয়া এবং ভূমি ও কৃষি সংস্কার ও সেই সাথে ভূমি পুনর্বন্টন স্কীমের ক্ষেত্রে সমান অধিকার লাভ করা;",1,,,,,,,,,,,,,,,,,,,,,,,,
"মেয়েতো একেবারে রোগা, গায়ে তো কিচ্ছু নেই, বিয়ে তো করবে না বাপু কেউ।",2,,,,,,,,,,,,,,,,,,,,,,,,
নারীকে সৃষ্টি করা হয়েছে সন্তান জন্মদানের জন্য।ইনকাম করবে পুরুষ।,2,,,,,,,,,,,,,,,,,,,,,,,,
২০১২ ও ২০১৩ সালের প্রাথমিক সমাপনী পরীক্ষায় মেয়ে পরীক্ষার্থীর সংখ্যা ছেলে পরীক্ষার্থীর চেয়ে লক্ষাধিক বেশি ছিল।,1,,,,,,,,,,,,,,,,,,,,,,,,
নানা ফুলের সমারোহে উদ্যানটি সবসময় যেন বর্ণিল হয়ে থাকে।,0,,,,,,,,,,,,,,,,,,,,,,,,
সমাজের সর্বস্তরের নারীদের গুরুত্বপূর্ণ ভূমিকা পালনের ক্ষেত্রে নারীর ক্ষমতায় না আবশ্যিক।,1,,,,,,,,,,,,,,,,,,,,,,,,
মাগীর সঙ্গে যদি মেয়ে টা থাকে তাহলে ওর মতোই নষ্ট করে দিবে।,2,,,,,,,,,,,,,,,,,,,,,,,,
মেডাম আমি আপনার সফল শুভ কামনা ময়ি একজন।আপনাকে একটা অফার দিচ্ছি আপনি এই হিরো আলমের সাথে একটা সিনেমা করেন।সিনেমাটি আশা করি সফল হবে।,2,,,,,,,,,,,,,,,,,,,,,,,,
গ্রামীন নারীদের চড়া সুদে ঋণ নিয়ে কখনো কখনো সর্বস্বান্ত হতে হয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
"আপু, হাতা কাটা ব্লাউজ না পড়লে হয় না?",2,,,,,,,,,,,,,,,,,,,,,,,,
এ ছাড়াও পার্ক বা বিনোদন কেন্দ্রে হয়রানির শিকার হয় অনেকে নারীই,1,,,,,,,,,,,,,,,,,,,,,,,,
ব্যবসায়ী অর্থাৎ উদ্যোক্তা হিসেবেও প্রতিষ্ঠিত কেউ কেউ। সকলেরই গুরুত্বপূর্ণ ভূমিকা রয়েছে জাতীয় উন্নয়নে।,1,,,,,,,,,,,,,,,,,,,,,,,,
সত্যিকারের নাগরিক হিসেবে নারীর ক্ষমতায়নের মাধ্যমে নারীরা বিভিন্ন উপায়ে সামাজিক এবং অর্থনৈতিক কর্মকাণ্ডসহ নানা ক্ষেত্রে গভীর অবদান রাখতে পারে,1,,,,,,,,,,,,,,,,,,,,,,,,
"এুগুলো কিছুই না, শুধু আপনার কষ্টের কথা গুলো কাউকে মন খুলে বলতে পারছেন না এটাই মেইন সমস্যা",0,,,,,,,,,,,,,,,,,,,,,,,,
আপু মন তো আরেক জায়গায় মন থেকে মানবেন কিভাবে।  আপনার মনইতো বারো বাতারি টাইপ,2,,,,,,,,,,,,,,,,,,,,,,,,
বিশ্বের প্রায় সবগুলো দেশই এখন নারীদের চিকিৎসাবিদ্যা অর্জনে সমান সুযোগ প্রদান করে থাকে,1,,,,,,,,,,,,,,,,,,,,,,,,
অনেক গুরুত্বপূর্ণ নথিপত্র পুড়ে ছাই হয়ে যায়।,0,,,,,,,,,,,,,,,,,,,,,,,,
মূলত সম্পূর্ণ বইটির সারমর্ম নিহিত আছে এই প্রবন্ধে।,0,,,,,,,,,,,,,,,,,,,,,,,,
গেল ১০ বছরে ক্রীড়াঙ্গনে নারীদের ঊর্ধ্বমুখী সাফল্যের তালিকা তৈরি করতে গেলে অনুমিতভাবেই শীর্ষে থাকবে ক্রিকেট ও ফুটবল,1,,,,,,,,,,,,,,,,,,,,,,,,
লবণের সোডিয়াম আয়ন দেহে স্নায়ুতন্ত্র ও পেশীতন্ত্র সচল রাখতে এবং দেহে জলীয় অংশের ভারসাম্য রাখতে সাহায্য করে।,0,,,,,,,,,,,,,,,,,,,,,,,,
নারীরা তাদের যোগ্যতার প্রমাণ কোথাও দিতে পারে না,2,,,,,,,,,,,,,,,,,,,,,,,,
"সব মেয়েই চাকরি করে এখন,আর না করলেও ভবিষ্যতে করবে এমন ধান্দা করে,বিয়েই বয়কট করতে হবে মনে হচ্ছে",2,,,,,,,,,,,,,,,,,,,,,,,,
চারিত্রিক দিক /বংশ/আচরণ /এবং ধর্মের  শিক্ষাকে যারা প্রধান্য দেয় তারা তাদের প্রাপ্য  সম্মান টুকু ঠিকই পায়,0,,,,,,,,,,,,,,,,,,,,,,,,
মানুষের তো স্বপ্ন থাকতেই পারে,0,,,,,,,,,,,,,,,,,,,,,,,,
"তোদের মত ব্যাশ্যার জন্য দেশ টা ধংশের পথে লজ্জা করে না এত ছোট জামা পড়তে,,,জীবনে কত জন রে কাম দিচস তা তর হিসাব আছে?? আর তর পোস্টের কমেন্টগুলো পড় মানুষ তরে সানি লিয়নের চেয়েও খারাপ ভাবে",2,,,,,,,,,,,,,,,,,,,,,,,,
কিন্তু এতকিছুর পরেও এ সমাজের মানুষ দাবি করে তাঁরা নারী কে স্বাধীনতা দিচ্ছে। যতটুকু দরকার তাঁর চেয়ে অনেক বেশিই দিচ্ছে। ,1,,,,,,,,,,,,,,,,,,,,,,,,
"ডন্না লাসের অদৃশ্য হয়ে যাওয়া ১৯৭১ সালের ২২ মার্চ দ্য ক্রনিকলের পল এভেরির কাছে আরেকটি পোস্ট কার্ড আসে, যেটি জোডিয়াকের কাছ থেকে এসেছিল বলে মনে করা হয়।",0,,,,,,,,,,,,,,,,,,,,,,,,
"সত্যিই যদি ঐ মাদরাসা পড়ুয়া ভদ্রলোকটির চিন্তাধারা এমন হয় যে,শুধুমাত্র দ্বীনের পথে আনার জন্য কোনো জেনারেল লাইনে পড়ুয়া মেয়েকে বিয়ে করতে চায় তাহলে তাকে সবার এপ্রিসিয়েট করা উচিত।",1,,,,,,,,,,,,,,,,,,,,,,,,
স্ত্রীকে বুঝিয়ে দিন তিনি আপনার কাছে কতটা স্পেশ্যাল।,1,,,,,,,,,,,,,,,,,,,,,,,,
"কি আর করার সবাই এক হয় না আপু,তবে একটু ভাবুন উনি যদি লুচ্চা হতো, যদি খারাপ মানুষ হতো, হাজার টা খারাপ গুন থাকতো, তখন কিন্তু আপনি ই ভালো থাকতেন না",1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েদের অবাধ স্বাধীনতা ধ্বংসের কারণ।,2,,,,,,,,,,,,,,,,,,,,,,,,
নারী পুরুষের সম-অধিকার ও নারী মুক্তির কথা জোর গলায় বলা হয় কিন্তু নারীর অবস্থানের প্রত্যাশিত পরিবর্তন হয়নি,1,,,,,,,,,,,,,,,,,,,,,,,,
"তাছাড়া, সুইস ফ্রাঙ্ককে পৃথিবীর অন্যতম স্থিতিশীল মুদ্রা হিসাবে বিবেচনা করা হয়।",0,,,,,,,,,,,,,,,,,,,,,,,,
দিনশেষে নিজের বাবা মা ছাড়া কাউকেই পাশে পাবেননা,0,,,,,,,,,,,,,,,,,,,,,,,,
গর্ভবতী নারী দেখতে শোভনীয় নয়।,2,,,,,,,,,,,,,,,,,,,,,,,,
আপনার জন্য দোয়া রইল।,0,,,,,,,,,,,,,,,,,,,,,,,,
আমার ক্যারিয়ারে এবং আমার জীবনে মায়ের ভূমিকা অনেক। ,1,,,,,,,,,,,,,,,,,,,,,,,,
অনেক ঝুলে গেছে আফা। কে খেয়ে দিল আবার?,2,,,,,,,,,,,,,,,,,,,,,,,,
কয়জনের বেঈমানীর শিকার হইছো এ পর্যন্ত,0,,,,,,,,,,,,,,,,,,,,,,,,
ট্রাম্প নিজেও মুখে ইসলামী সন্ত্রাস নিয়ে অনেক কথা বলেছেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
সব প্রতিবন্ধকতা দূর করে আইসিটি খাতে নারী সমাজকে সম্পৃক্ত করার সুযোগ সৃষ্টি করা প্রয়োজন।,1,,,,,,,,,,,,,,,,,,,,,,,,
যতই পড়াশোনা করো। চুলা ঠেলতেই হবে,2,,,,,,,,,,,,,,,,,,,,,,,,
"যে মানুষ নিজেকেই ভালোবাসতে জানেন না,অন্য জনকে ভালোবাসবে কি করে",0,,,,,,,,,,,,,,,,,,,,,,,,
ব্রিটিশ একজন ডুবুরি তাদের খুঁজে পায় গুহায় অন্ধকার অংশে।,0,,,,,,,,,,,,,,,,,,,,,,,,
সরকারের উদ্যোগে গৃহীত ব্যবস্থায় নারী উদ্যোক্তারা এশিয়া উন্নয়ন ব্যাংক এবং বাংলাদেশ ব্যাংকের তহবিল থেকে বিশেষ সুবিধাযুক্ত ১০  শতাংশ সুদে ঋণ পাচ্ছে।,1,,,,,,,,,,,,,,,,,,,,,,,,
"শুধু আফগানিস্তান নয়, যারাই নিজেদেরকে সভ্য বলে দাবী করে, তাদের উচিত নিজ বোন-কন্যাদেরকে এভাবে মাঠে না নামানো । কোটি পুরুষের চোখের সামনে তাদেরকে তুলে না ধরা ।",2,,,,,,,,,,,,,,,,,,,,,,,,
কারণ মেয়েদের রাজনৈতিক বিভিন্ন কাজে অংশগ্রহণের অনিচ্ছা।,1,,,,,,,,,,,,,,,,,,,,,,,,
আপনার কপালে অনেক দুঃখ আছে। যার জন্য ছটপট করতেছেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
মাইয়্যাগো বুদ্ধি হাডুর তলে!,2,,,,,,,,,,,,,,,,,,,,,,,,
"মাসিমা নিজে কে রক্ষা করুন
যুব সমাজ নষ্ট হয়ে যাচ্ছে
তোমাদের মতো বাংলা স্যানিলিয়ন কারণে",2,,,,,,,,,,,,,,,,,,,,,,,,
রাষ্ট্রকাঠামোতে নারীদের সুযোগ দেওয়ার ফলে তারা এখন স্বামীদের পাশাপাশি কর্মক্ষেত্রে অবদান রাখছে।,1,,,,,,,,,,,,,,,,,,,,,,,,
নারীরা বর্তমানে অত্যন্ত সহজ লভ্য করে ফেলেছে নিজেদের।,2,,,,,,,,,,,,,,,,,,,,,,,,
বাইক না পুড়িয়ে মেয়েটাকে মারা উচিত ছিল,2,,,,,,,,,,,,,,,,,,,,,,,,
মায়ের অবদান আমার হৃদয়জুড়ে এবং সমস্ত জীবনজুড়ে।,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েমানুষ আস্তে আস্তে কথা বলবে।,2,,,,,,,,,,,,,,,,,,,,,,,,
প্রেমিকা বা স্ত্রী একাই আপনার জীবনটাকে তছনছ করে দিতে পারে,2,,,,,,,,,,,,,,,,,,,,,,,,
পরিবারে ছেলে থাকা যেন একটি সম্মানের বিষয় এবং কন্যাকে অর্থনৈতিক দায়িত্ব,2,,,,,,,,,,,,,,,,,,,,,,,,
নারীদের অনেক ভুলের কারণে পুরুষেরা পরকীয়ার লিপ্ত হয়।,2,,,,,,,,,,,,,,,,,,,,,,,,
আধুনিক ও ঐতিহাসিক সময়ে প্রকৌশলের বিভিন্ন ক্ষেত্রে নারীদের অবদান রয়েছে,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েকে অত ভালো স্কুলে পড়িয়ে লাভ কী! দু'দিন পর বিয়ে দিয়ে পরের বাড়িতেই তো পাঠিয়ে দিতে হবে।,2,,,,,,,,,,,,,,,,,,,,,,,,
"সামাজিক প্রতিবন্ধকতার শিকার হয়, নির্যাতনের শিকার হয় ও অনেক প্রতিকূলতার মধ্য দিয়ে যেতে হয় তো সেইদিক থেকে এখনো কন্যা-শিশুরা পিছিয়ে আছে।",1,,,,,,,,,,,,,,,,,,,,,,,,
কিন্তু সন্তানদের কথা ভেবে সেটা করতে পারিনি।,0,,,,,,,,,,,,,,,,,,,,,,,,
"কেউ দেখাইয়া মজা নেয়, কেউ খাওয়াইয়া৷",2,,,,,,,,,,,,,,,,,,,,,,,,
"মেয়েরা যে স্বামীকে কথায় কথায় খোটা দেই,স্বামী ঘরে আসলেই ঘ্যানঘ্যান শুরু করে সেটার ব্যাপারে কি বলবেন",2,,,,,,,,,,,,,,,,,,,,,,,,
কিন্তু তিনি বেঁচে যান সেই লড়াইয়ে এবং পুরস্কার হিসেবে তাকে যে তরবারি দিয়ে আঘাত করা হয় সেটি রেখে দেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
হ্যান্ডবলের প্রতিভা অন্বেষণ ক্যাম্পের মাধ্যমে এই নারী জাতীয় দলে সুযোগ পান।,1,,,,,,,,,,,,,,,,,,,,,,,,
"যৌতু‌কের কার‌ণে কত কুম‌ারী নারীর স্ব‌প্নের মে‌হে‌দি রঙ মু‌ছে গে‌ছে, কত অসহায় পিতা মে‌য়ে‌কে বি‌য়ে দি‌তে না পারার অক্ষমতায় অাত্নহত্যা ক‌রে‌ছে অথবা মে‌য়ে পিতার অবস্থার কথা বি‌বেচনা ক‌রে অাত্নহত্যা ক‌রে‌ছে তার স‌ঠিক কোন প‌রিসংখ্যান নেই ।",1,,,,,,,,,,,,,,,,,,,,,,,,
যেমন কর্ম তার তেমনই উত্তম ফল!,0,,,,,,,,,,,,,,,,,,,,,,,,
নারী ঘর সামলিয়ে ইচ্ছা হলেই বাইরে কাজ করতে পারে না।,2,,,,,,,,,,,,,,,,,,,,,,,,
আসলেই এসব বারোবাতিরিরে সুখে থাকলে ভুতে কিলায়,2,,,,,,,,,,,,,,,,,,,,,,,,
 ৪০ শতাংশ নারী সংবাদকর্মী যৌন নিপীড়নের শিকার হন এবং তারা নির্যাতনকারীর বিরুদ্ধে কোনো ধরনের প্রতিবাদ করেননি চাকরি হারানোর ভয়ে।,1,,,,,,,,,,,,,,,,,,,,,,,,
দেজা ভ্যুর কারণ হিসেবে সচরাচর যে বিষয়টি উল্লেখ করা হয় তা হচ্ছে মস্তিষ্কে স্নায়ুতন্ত্রের সাময়িক স্থবিরতা।,0,,,,,,,,,,,,,,,,,,,,,,,,
জাতীয় সংসদের স্পিকার পদে পরপর দুই মেয়াদে নির্বাচিত হলেন একজন নারী।,1,,,,,,,,,,,,,,,,,,,,,,,,
বাল্যবিয়ে করা ও এর প্রচারণা প্রতিটি মানুষের সাংবিধানিক অধিকার।,2,,,,,,,,,,,,,,,,,,,,,,,,
প্রাথমিক থেকে শুরু করে শিক্ষার প্রতিটি স্তরেই শিক্ষক হিসেবে নারীর অংশগ্রহণ বেড়েছে এবং গুরুত্বপূর্ণ অবদান রাখতে সক্ষম হয়েছে।,1,,,,,,,,,,,,,,,,,,,,,,,,
রমনী সবার উপর প্রভূত্ব বিস্তার করতে চায়।,2,,,,,,,,,,,,,,,,,,,,,,,,
কিন্তু কোন পক্ষই এর দায় নিচ্ছেন না।,0,,,,,,,,,,,,,,,,,,,,,,,,
এতো টাইট কইরা বান্দিয়া নিজেকে ভার্জিন শো করতাছো নাকি পাবলিকের কাছে,2,,,,,,,,,,,,,,,,,,,,,,,,
"পুদিনা, ধনিয়া, ল্যাভেন্ডার, বার্গামট, লেবু প্রভৃতির ঘ্রাণ পাওয়া যায় টপ নোটসে। ২।",0,,,,,,,,,,,,,,,,,,,,,,,,
এখন অনেক পুরুষ তার স্ত্রীকে সহযোগিতা করেন।,1,,,,,,,,,,,,,,,,,,,,,,,,
আগের মতো এখন আর সেই আক্রোশগুলো নেই যেটা আগে কন্যা সন্তান হলে দেখা যেতো। ,1,,,,,,,,,,,,,,,,,,,,,,,,
"মাগীর ক্লিভেজটা অস্থির, চুষে খাবো।",2,,,,,,,,,,,,,,,,,,,,,,,,
এই কাালা বেডির বিয়া হইতো নাহ।,2,,,,,,,,,,,,,,,,,,,,,,,,
এই পিকগুলো দেখে আমার উল্লুর ওয়েব সিরিজের ভাবিগুলোর কথা মনে পরে কেন!,2,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েরা চাকরি করলে ঘর দেখবে কে? বাচ্চা মানুষ হবে কীভাবে?,2,,,,,,,,,,,,,,,,,,,,,,,,
"একবার ভেবে দেখলেই হয়, মানুষ যদি কোনো প্রাণী বা উদ্ভিদকে হত্যা করতে না পারে, তাহলে সে কীভাবে বেঁচে থাকবে?",0,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ে টাকা ইনকাম করে কি করবে?,2,,,,,,,,,,,,,,,,,,,,,,,,
"আজ মেয়েরা ধর্ষিত হচ্ছে, রুখে দাঁড়িয়ে কাল তারা পুরুষকেই ধর্ষণ করবে, নারী পুরুষ সমান অধিকার তারা ফলিয়ে সেখানেও প্রথম  তারা। এগিয়ে যাও বাঙলার দামড়ি মেয়েরা।",2,,,,,,,,,,,,,,,,,,,,,,,,
খুব বেশি ম্যাচ খেলার সুযোগ পাচ্ছেন না তিনি।,0,,,,,,,,,,,,,,,,,,,,,,,,
"মাসিক নিয়ে এখন আমরা কেবল আর কথা বলাতেই সন্তুষ্ট নই, এখন সময় এসেছে কার্যকর পদক্ষেপ গ্রহণ এবং বিনিয়োগ বাড়ানোর।",1,,,,,,,,,,,,,,,,,,,,,,,,
কোনো ঝামেলায় পড়লে মেয়েদের সাহায্য পাওয়া যায় নাহ।,2,,,,,,,,,,,,,,,,,,,,,,,,
কোর্টে নারী বিচারকরা নারীদের পক্ষ নিয়ে বিচার করে। এরা পুরুষবিদ্বেষী হয়। ন্যায়বিচার না করে কাগজ পত্র না দেখেই পুরুষকে গ্রেফতার করতে বলে।,2,,,,,,,,,,,,,,,,,,,,,,,,
আপনাদের জন্য মেয়ে জাতের উপর কলংক আসে। ,2,,,,,,,,,,,,,,,,,,,,,,,,
যার সাথে আপনার জোড়া সঠিক সময়ে ঠিক তার দেখা পেয়ে যাবেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
"এর কোনো টিকা নেই, প্রতিরোধই ভরসা আমাদের।",0,,,,,,,,,,,,,,,,,,,,,,,,
"আফগানিস্তানের আরো একটি সুন্দর পদক্ষেপ, মেয়েরা খেলাধুলা করবে কেন?",2,,,,,,,,,,,,,,,,,,,,,,,,
"মৎস্য কর্মকর্তারা বলছেন যে, হরমোন প্রয়োগ করে তেলাপিয়া মাছকে মনোসেক্সে রূপান্তরিত করা হলেও মানবদেহের জন্য এটি আসলে কোন হুমকি তৈরি করে না।",0,,,,,,,,,,,,,,,,,,,,,,,,
বর্তমানে প্রাথমিকে ভর্তির হার প্রায় ১০০ ভাগ আর এতে ছেলেদের তুলনায় মেয়েরা এগিয়ে আছে,1,,,,,,,,,,,,,,,,,,,,,,,,
আসলে মাঝে মধ্যে চিন্তা করি হায়রে মানুষ কতটা অসহায়। কারো প্রকাশ হয় আর কারো নীরবে চাপাকান্না।,0,,,,,,,,,,,,,,,,,,,,,,,,
